# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 21K of event 'cycles'
# Event count (approx.): 9508675690
#
# Overhead  Command    Shared Object     Symbol                                        
# ........  .........  ................  ..............................................
#
    0.00 :   ffffffff81c013a9:       movl    $0x48, %ecx
    0.00 :   ffffffff81c013ae:       movq    %gs:0x1abf0, %rdx
    0.00 :   ffffffff81c013b7:       movl    %edx, %eax
    0.00 :   ffffffff81c013b9:       shrq    $0x20, %rdx
    0.00 :   ffffffff81c013bd:       wrmsr
    0.00 :   ffffffff81c013bf:       nop
    0.00 :   ffffffff81c013c0:       nop
    0.00 :   ffffffff81c013c1:       nop
    0.00 :   ffffffff81c013c2:       nop
    0.00 :   ffffffff81c013c3:       nop
    0.00 :   ffffffff81c013c4:       nop
    0.00 :   ffffffff81c013c5:       nop
    0.00 :   ffffffff81c013c6:       nop
    0.00 :   ffffffff81c013c7:       nop
    0.00 :   ffffffff81c013c8:       nop
    0.00 :   ffffffff81c013c9:       nop
    0.00 :   ffffffff81c013ca:       nop
    0.00 :   ffffffff81c013cb:       nop
    0.00 :   ffffffff81c013cc:       nop
    0.00 :   ffffffff81c013cd:       nop
    0.00 :   ffffffff81c013ce:       nop
    0.00 :   ffffffff81c013cf:       nop
    0.00 :   ffffffff81c013d0:       nop
    0.00 :   ffffffff81c013d1:       nop
    0.00 :   ffffffff81c013d2:       nop
    0.00 :   ffffffff81c013d3:       leaq    0x8(%rsp), %rdi
    0.00 :   ffffffff81c013d8:       callq   0xffffffff81b676c0 <fixup_bad_iret>
    0.00 :   ffffffff81c013dd:       movq    %rax, %rdi
    0.00 :   ffffffff81c013e0:       jmp     0xffffffff81b67680 <sync_regs>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff819e74c0 <ip_rcv_core>:
         : 5                ; ip_rcv_core():
    0.00 :   ffffffff819e74c0:       pushq   %rbp
    0.00 :   ffffffff819e74c1:       movq    %rsp, %rbp
    0.00 :   ffffffff819e74c4:       pushq   %r13
    0.00 :   ffffffff819e74c6:       pushq   %r12
    0.00 :   ffffffff819e74c8:       movq    %rdi, %r12
    0.00 :   ffffffff819e74cb:       pushq   %rbx
    0.00 :   ffffffff819e74cc:       movzbl  0x80(%rdi), %eax
    0.00 :   ffffffff819e74d3:       andl    $0x7, %eax
    0.00 :   ffffffff819e74d6:       cmpb    $0x3, %al
    0.00 :   ffffffff819e74d8:       je      0xffffffff819e7756 <ip_rcv_core+0x296>
    0.00 :   ffffffff819e74de:       movq    0x140(%rsi), %rax
    0.00 :   ffffffff819e74e5:       movq    %rsi, %r13
    0.00 :   ffffffff819e74e8:       incq    %gs:0x8(%rax)
    0.00 :   ffffffff819e74ed:       movl    0x70(%rdi), %edx
    0.00 :   ffffffff819e74f0:       addq    %rdx, %gs:0x10(%rax)
    0.00 :   ffffffff819e74f5:       movl    0xd4(%rdi), %eax
    0.00 :   ffffffff819e74fb:       decl    %eax
    0.00 :   ffffffff819e74fd:       jne     0xffffffff819e752c <ip_rcv_core+0x6c>
    0.00 :   ffffffff819e74ff:       testq   %rdi, %rdi
    0.00 :   ffffffff819e7502:       jne     0xffffffff819e774e <ip_rcv_core+0x28e>
    0.00 :   ffffffff819e7508:       movq    0x140(%r13), %rax
    0.00 :   ffffffff819e750f:       incq    %gs:0x68(%rax)
    0.00 :   ffffffff819e7514:       xorl    %ebx, %ebx
    0.00 :   ffffffff819e7516:       movq    %rbx, %rax
    0.00 :   ffffffff819e7519:       popq    %rbx
    0.00 :   ffffffff819e751a:       popq    %r12
    0.00 :   ffffffff819e751c:       popq    %r13
    0.00 :   ffffffff819e751e:       popq    %rbp
    0.00 :   ffffffff819e751f:       xorl    %edx, %edx
    0.00 :   ffffffff819e7521:       xorl    %ecx, %ecx
    0.00 :   ffffffff819e7523:       xorl    %esi, %esi
    0.00 :   ffffffff819e7525:       xorl    %edi, %edi
    0.00 :   ffffffff819e7527:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff819e752c:       movl    $0x820, %esi    # imm = 0x820
    0.00 :   ffffffff819e7531:       callq   0xffffffff81936d60 <skb_clone>
    0.00 :   ffffffff819e7536:       testq   %rax, %rax
    0.00 :   ffffffff819e7539:       movq    %rax, %rbx
    0.00 :   ffffffff819e753c:       movl    $0x2, %esi
    0.00 :   ffffffff819e7541:       movq    %r12, %rdi
    0.00 :   ffffffff819e7544:       je      0xffffffff819e7792 <ip_rcv_core+0x2d2>
    0.00 :   ffffffff819e754a:       callq   0xffffffff81937d90 <kfree_skb_reason>
    0.00 :   ffffffff819e754f:       movl    0x70(%rbx), %eax
    0.00 :   ffffffff819e7552:       movl    0x74(%rbx), %esi
    0.00 :   ffffffff819e7555:       movl    %eax, %edx
    0.00 :   ffffffff819e7557:       subl    %esi, %edx
    0.00 :   ffffffff819e7559:       cmpl    $0x13, %edx
    0.00 :   ffffffff819e755c:       jbe     0xffffffff819e76d4 <ip_rcv_core+0x214>
    0.00 :   ffffffff819e7562:       movzwl  0xb0(%rbx), %edx
    0.00 :   ffffffff819e7569:       movq    0xc0(%rbx), %rcx
    0.00 :   ffffffff819e7570:       movq    0x140(%r13), %rdi
    0.00 :   ffffffff819e7577:       addq    %rcx, %rdx
    0.00 :   ffffffff819e757a:       movzbl  (%rdx), %eax
    0.00 :   ffffffff819e757d:       movl    %eax, %esi
    0.00 :   ffffffff819e757f:       andl    $0xf, %esi
    0.00 :   ffffffff819e7582:       cmpb    $0x4, %sil
    0.00 :   ffffffff819e7586:       jbe     0xffffffff819e76f6 <ip_rcv_core+0x236>
    0.00 :   ffffffff819e758c:       andl    $-0x10, %eax
    0.00 :   ffffffff819e758f:       cmpb    $0x40, %al
    0.00 :   ffffffff819e7591:       jne     0xffffffff819e76f6 <ip_rcv_core+0x236>
    0.00 :   ffffffff819e7597:       movl    0xb8(%rbx), %eax
    0.00 :   ffffffff819e759d:       movzbl  0x1(%rdx), %esi
    0.00 :   ffffffff819e75a1:       movzwl  0x6(%rcx,%rax), %eax
    0.00 :   ffffffff819e75a6:       andl    $0x3, %esi
    0.00 :   ffffffff819e75a9:       movl    $0x1, %ecx
    0.00 :   ffffffff819e75ae:       testw   %ax, %ax
    0.00 :   ffffffff819e75b1:       cmoveq  %rcx, %rax
    0.00 :   ffffffff819e75b5:       addq    %rax, %gs:0x100(%rdi,%rsi,8)
    0.00 :   ffffffff819e75be:       movzbl  (%rdx), %eax
    0.00 :   ffffffff819e75c1:       movl    0x70(%rbx), %edx
    0.00 :   ffffffff819e75c4:       movl    0x74(%rbx), %esi
    0.00 :   ffffffff819e75c7:       movl    %edx, %ecx
    0.00 :   ffffffff819e75c9:       andl    $0xf, %eax
    0.00 :   ffffffff819e75cc:       subl    %esi, %ecx
    0.00 :   ffffffff819e75ce:       shll    $0x2, %eax
    0.00 :   ffffffff819e75d1:       cmpl    %eax, %ecx
    0.00 :   ffffffff819e75d3:       jb      0xffffffff819e77b2 <ip_rcv_core+0x2f2>
    0.00 :   ffffffff819e75d9:       movzwl  0xb0(%rbx), %edx
    0.00 :   ffffffff819e75e0:       addq    0xc0(%rbx), %rdx
    0.00 :   ffffffff819e75e7:       movzbl  (%rdx), %eax
    0.00 :   ffffffff819e75ea:       movq    %rdx, %rcx
    0.00 :   ffffffff819e75ed:       andl    $0xf, %eax
    0.00 :   ffffffff819e75f0:       movl    (%rcx), %esi
    0.00 :   ffffffff819e75f2:       subl    $0x4, %eax
    0.00 :   ffffffff819e75f5:       jbe     0xffffffff819e761b <ip_rcv_core+0x15b>
    0.00 :   ffffffff819e75f7:       addl    0x4(%rcx), %esi
    0.00 :   ffffffff819e75fa:       adcl    0x8(%rcx), %esi
    0.00 :   ffffffff819e75fd:       adcl    0xc(%rcx), %esi
    0.00 :   ffffffff819e7600:       adcl    0x10(%rcx), %esi
    0.00 :   ffffffff819e7603:       leaq    0x4(%rcx), %rcx
    0.00 :   ffffffff819e7607:       decl    %eax
    0.00 :   ffffffff819e7609:       jne     0xffffffff819e7600 <ip_rcv_core+0x140>
    0.00 :   ffffffff819e760b:       adcl    $0x0, %esi
    0.00 :   ffffffff819e760e:       movl    %esi, %eax
    0.00 :   ffffffff819e7610:       shrl    $0x10, %esi
    0.00 :   ffffffff819e7613:       addw    %ax, %si
    0.00 :   ffffffff819e7616:       adcl    $0x0, %esi
    0.00 :   ffffffff819e7619:       notl    %esi
    0.00 :   ffffffff819e761b:       testw   %si, %si
    0.00 :   ffffffff819e761e:       jne     0xffffffff819e77d4 <ip_rcv_core+0x314>
    0.00 :   ffffffff819e7624:       movzwl  0x2(%rdx), %esi
    0.00 :   ffffffff819e7628:       movl    0x70(%rbx), %ecx
    0.00 :   ffffffff819e762b:       rolw    $0x8, %si
    0.00 :   ffffffff819e762f:       movzwl  %si, %esi
    0.00 :   ffffffff819e7632:       testl   %esi, %esi
    0.00 :   ffffffff819e7634:       je      0xffffffff819e770d <ip_rcv_core+0x24d>
    0.00 :   ffffffff819e763a:       cmpl    %esi, %ecx
    0.00 :   ffffffff819e763c:       jb      0xffffffff819e779c <ip_rcv_core+0x2dc>
    0.00 :   ffffffff819e7642:       movzbl  (%rdx), %eax
    0.00 :   ffffffff819e7645:       andl    $0xf, %eax
    0.00 :   ffffffff819e7648:       shll    $0x2, %eax
    0.00 :   ffffffff819e764b:       cmpl    %eax, %esi
    0.00 :   ffffffff819e764d:       jb      0xffffffff819e76ef <ip_rcv_core+0x22f>
    0.00 :   ffffffff819e7653:       cmpl    %ecx, %esi
    0.00 :   ffffffff819e7655:       jb      0xffffffff819e77f4 <ip_rcv_core+0x334>
    0.00 :   ffffffff819e765b:       movzwl  0xb0(%rbx), %eax
    0.00 :   ffffffff819e7662:       movq    0xc0(%rbx), %rcx
    0.00 :   ffffffff819e7669:       movq    %rax, %rdx
    0.00 :   ffffffff819e766c:       movzbl  (%rcx,%rax), %eax
    0.00 :   ffffffff819e7670:       movq    $0x0, 0x28(%rbx)
    0.00 :   ffffffff819e7678:       movq    $0x0, 0x30(%rbx)
    0.00 :   ffffffff819e7680:       movq    $0x0, 0x38(%rbx)
    0.00 :   ffffffff819e7688:       andl    $0xf, %eax
    0.00 :   ffffffff819e768b:       leal    (%rdx,%rax,4), %eax
    0.00 :   ffffffff819e768e:       movw    %ax, 0xae(%rbx)
    0.00 :   ffffffff819e7695:       movl    0x90(%rbx), %eax
    0.00 :   ffffffff819e769b:       movl    %eax, 0x28(%rbx)
    0.00 :   ffffffff819e769e:       movq    0x60(%rbx), %rax
    0.00 :   ffffffff819e76a2:       cmpq    $-0x7e6d6050, %rax # imm = 0x81929FB0
    0.00 :   ffffffff819e76a8:       je      0xffffffff819e7516 <ip_rcv_core+0x56>
    0.00 :   ffffffff819e76ae:       testq   %rax, %rax
    0.00 :   ffffffff819e76b1:       je      0xffffffff819e7775 <ip_rcv_core+0x2b5>
    0.00 :   ffffffff819e76b7:       movq    %rbx, %rdi
    0.00 :   ffffffff819e76ba:       callq   0xffffffff81b78180 <__x86_indirect_thunk_rax>
    0.00 :   ffffffff819e76bf:       movq    $0x0, 0x60(%rbx)
    0.00 :   ffffffff819e76c7:       movq    $0x0, 0x18(%rbx)
    0.00 :   ffffffff819e76cf:       jmp     0xffffffff819e7516 <ip_rcv_core+0x56>
    0.00 :   ffffffff819e76d4:       cmpl    $0x13, %eax
    0.00 :   ffffffff819e76d7:       jbe     0xffffffff819e76ef <ip_rcv_core+0x22f>
    0.00 :   ffffffff819e76d9:       addl    $0x14, %esi
    0.00 :   ffffffff819e76dc:       movq    %rbx, %rdi
    0.00 :   ffffffff819e76df:       subl    %eax, %esi
    0.00 :   ffffffff819e76e1:       callq   0xffffffff819390e0 <__pskb_pull_tail>
    0.00 :   ffffffff819e76e6:       testq   %rax, %rax
    0.00 :   ffffffff819e76e9:       jne     0xffffffff819e7562 <ip_rcv_core+0xa2>
    0.00 :   ffffffff819e76ef:       movq    0x140(%r13), %rdi
    0.00 :   ffffffff819e76f6:       movl    $0xb, %esi
    0.00 :   ffffffff819e76fb:       incq    %gs:0x38(%rdi)
    0.00 :   ffffffff819e7700:       movq    %rbx, %rdi
    0.00 :   ffffffff819e7703:       callq   0xffffffff81937d90 <kfree_skb_reason>
    0.00 :   ffffffff819e7708:       jmp     0xffffffff819e7514 <ip_rcv_core+0x54>
    0.00 :   ffffffff819e770d:       movl    0xb8(%rbx), %eax
    0.00 :   ffffffff819e7713:       movq    0xc0(%rbx), %rdi
    0.00 :   ffffffff819e771a:       addq    %rdi, %rax
    0.00 :   ffffffff819e771d:       cmpw    $0x0, 0x4(%rax)
    0.00 :   ffffffff819e7722:       je      0xffffffff819e7642 <ip_rcv_core+0x182>
    0.00 :   ffffffff819e7728:       movl    0x18(%rax), %esi
    0.00 :   ffffffff819e772b:       andl    $0x11, %esi
    0.00 :   ffffffff819e772e:       je      0xffffffff819e7642 <ip_rcv_core+0x182>
    0.00 :   ffffffff819e7734:       movzwl  0xb0(%rbx), %eax
    0.00 :   ffffffff819e773b:       movl    %ecx, %esi
    0.00 :   ffffffff819e773d:       addq    %rax, %rdi
    0.00 :   ffffffff819e7740:       subq    0xc8(%rbx), %rdi
    0.00 :   ffffffff819e7747:       subl    %edi, %esi
    0.00 :   ffffffff819e7749:       jmp     0xffffffff819e763a <ip_rcv_core+0x17a>
  100.00 :   ffffffff819e774e:       movq    %rdi, %rbx
    0.00 :   ffffffff819e7751:       jmp     0xffffffff819e754f <ip_rcv_core+0x8f>
    0.00 :   ffffffff819e7756:       movq    0x10(%rdi), %rdi
    0.00 :   ffffffff819e775a:       movq    0x1f0(%rdi), %rax
    0.00 :   ffffffff819e7761:       testq   %rax, %rax
    0.00 :   ffffffff819e7764:       je      0xffffffff819e7782 <ip_rcv_core+0x2c2>
    0.00 :   ffffffff819e7766:       incq    %gs:0x18(%rax)
    0.00 :   ffffffff819e776b:       movq    %r12, %rbx
    0.00 :   ffffffff819e776e:       movl    $0x9, %esi
    0.00 :   ffffffff819e7773:       jmp     0xffffffff819e7700 <ip_rcv_core+0x240>
    0.00 :   ffffffff819e7775:       cmpq    $0x0, 0x18(%rbx)
    0.00 :   ffffffff819e777a:       je      0xffffffff819e7516 <ip_rcv_core+0x56>
    0.00 :   ffffffff819e7780:       ud2
    0.00 :   ffffffff819e7782:       callq   0xffffffff8194b2d0 <netdev_core_stats_alloc>
    0.00 :   ffffffff819e7787:       testq   %rax, %rax
    0.00 :   ffffffff819e778a:       je      0xffffffff819e776b <ip_rcv_core+0x2ab>
    0.00 :   ffffffff819e778c:       nopl    (%rax)
    0.00 :   ffffffff819e7790:       jmp     0xffffffff819e7766 <ip_rcv_core+0x2a6>
    0.00 :   ffffffff819e7792:       callq   0xffffffff81937d90 <kfree_skb_reason>
    0.00 :   ffffffff819e7797:       jmp     0xffffffff819e7508 <ip_rcv_core+0x48>
    0.00 :   ffffffff819e779c:       movq    0x140(%r13), %rax
    0.00 :   ffffffff819e77a3:       movl    $0x4, %esi
    0.00 :   ffffffff819e77a8:       incq    %gs:0x60(%rax)
    0.00 :   ffffffff819e77ad:       jmp     0xffffffff819e7700 <ip_rcv_core+0x240>
    0.00 :   ffffffff819e77b2:       cmpl    %eax, %edx
    0.00 :   ffffffff819e77b4:       jb      0xffffffff819e76ef <ip_rcv_core+0x22f>
    0.00 :   ffffffff819e77ba:       subl    %edx, %esi
    0.00 :   ffffffff819e77bc:       movq    %rbx, %rdi
    0.00 :   ffffffff819e77bf:       addl    %eax, %esi
    0.00 :   ffffffff819e77c1:       callq   0xffffffff819390e0 <__pskb_pull_tail>
    0.00 :   ffffffff819e77c6:       testq   %rax, %rax
    0.00 :   ffffffff819e77c9:       jne     0xffffffff819e75d9 <ip_rcv_core+0x119>
    0.00 :   ffffffff819e77cf:       jmp     0xffffffff819e76ef <ip_rcv_core+0x22f>
    0.00 :   ffffffff819e77d4:       movq    0x140(%r13), %rax
    0.00 :   ffffffff819e77db:       movl    $0xa, %esi
    0.00 :   ffffffff819e77e0:       incq    %gs:0xf8(%rax)
    0.00 :   ffffffff819e77e8:       movq    0x140(%r13), %rdi
    0.00 :   ffffffff819e77ef:       jmp     0xffffffff819e76fb <ip_rcv_core+0x23b>
    0.00 :   ffffffff819e77f4:       movq    %rbx, %rdi
    0.00 :   ffffffff819e77f7:       callq   0xffffffff8193b860 <pskb_trim_rcsum_slow>
    0.00 :   ffffffff819e77fc:       testl   %eax, %eax
    0.00 :   ffffffff819e77fe:       je      0xffffffff819e765b <ip_rcv_core+0x19b>
    0.00 :   ffffffff819e7804:       movq    0x140(%r13), %rax
    0.00 :   ffffffff819e780b:       movl    $0x2, %esi
    0.00 :   ffffffff819e7810:       incq    %gs:0x68(%rax)
    0.00 :   ffffffff819e7815:       jmp     0xffffffff819e7700 <ip_rcv_core+0x240>
 Percent |	Source code & Disassembly of libc.so.6 for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------------
         :
         :
         : 2     Disassembly of section .text:
         :
         : 4     00000000000922a8 <malloc>:
         : 5     ; __libc_malloc():
    0.00 :   922a8:          pushq   %r12
    0.00 :   922aa:          pushq   %rbp
    0.00 :   922ab:          movq    %rdi, %rbp
    0.00 :   922ae:          pushq   %rbx
    0.00 :   922af:          subq    $0x10, %rsp
    0.00 :   922b3:          cmpb    $0x0, 0x1401ee(%rip)    # 0x1d24a8 <__malloc_initialize_hook+0x28>
    0.00 :   922ba:          je      0x92498 <malloc+0x1f0>
    0.00 :   922c0:          testq   %rbp, %rbp
    0.00 :   922c3:          js      0x924a6 <malloc+0x1fe>
    0.00 :   922c9:          leaq    0x17(%rbp), %rax
    0.00 :   922cd:          cmpq    $0x1f, %rax
    0.00 :   922d1:          jbe     0x924c0 <malloc+0x218>
    0.00 :   922d7:          andq    $-0x10, %rax
    0.00 :   922db:          leaq    -0x11(%rax), %rbx
    0.00 :   922df:          shrq    $0x4, %rbx
    0.00 :   922e3:          movq    0x138aae(%rip), %r12    # 0x1cad98
    0.00 :   922ea:          movq    %fs:(%r12), %rdx
    0.00 :   922ef:          testq   %rdx, %rdx
    0.00 :   922f2:          je      0x923a0 <malloc+0xf8>
    0.00 :   922f8:          cmpq    0x1390c9(%rip), %rbx    # 0x1cb3c8 <__nptl_nthreads+0x120>
    0.00 :   922ff:          jb      0x923d8 <malloc+0x130>
    0.00 :   92305:          cmpb    $0x0, 0x1412cc(%rip)    # 0x1d35d8 <__libc_single_threaded>
    0.00 :   9230c:          jne     0x92420 <malloc+0x178>
    0.00 :   92312:          movq    0x138a77(%rip), %rax    # 0x1cad90
    0.00 :   92319:          movq    %fs:(%rax), %rbx
    0.00 :   9231d:          testq   %rbx, %rbx
    0.00 :   92320:          je      0x924c8 <malloc+0x220>
    0.00 :   92326:          xorl    %eax, %eax
    0.00 :   92328:          movl    $0x1, %edx
    0.00 :   9232d:          lock
    0.00 :   9232e:          cmpxchgl        %edx, (%rbx)
    0.00 :   92331:          jne     0x92548 <malloc+0x2a0>
    0.00 :   92337:          movq    %rbp, %rsi
    0.00 :   9233a:          movq    %rbx, %rdi
    0.00 :   9233d:          callq   0x90d00 <__default_morecore+0x12c8>
    0.00 :   92342:          testq   %rax, %rax
    0.00 :   92345:          je      0x924ea <malloc+0x242>
    0.00 :   9234b:          xorl    %edx, %edx
    0.00 :   9234d:          xchgl   %edx, (%rbx)
    0.00 :   9234f:          cmpl    $0x1, %edx
    0.00 :   92352:          jg      0x92588 <malloc+0x2e0>
    0.00 :   92358:          movq    -0x8(%rax), %rdx
    0.00 :   9235c:          testb   $0x2, %dl
    0.00 :   9235f:          jne     0x92397 <malloc+0xef>
    0.00 :   92361:          andl    $0x4, %edx
    0.00 :   92364:          leaq    0x139915(%rip), %rcx    # 0x1cbc80 <_IO_2_1_stdin_+0x1e0>
    0.00 :   9236b:          je      0x9238e <malloc+0xe6>
    0.00 :   9236d:          movq    0x13901c(%rip), %rdx    # 0x1cb390 <__nptl_nthreads+0xe8>
    0.00 :   92374:          testq   %rdx, %rdx
    0.00 :   92377:          je      0x92578 <malloc+0x2d0>
    0.00 :   9237d:          shlq    $0x2, %rdx
    0.00 :   92381:          negq    %rdx
    0.00 :   92384:          leaq    -0x10(%rax), %rcx
    0.00 :   92388:          andq    %rcx, %rdx
    0.00 :   9238b:          movq    (%rdx), %rcx
    0.00 :   9238e:          cmpq    %rcx, %rbx
    0.00 :   92391:          jne     0x92524 <malloc+0x27c>
    0.00 :   92397:          addq    $0x10, %rsp
    0.00 :   9239b:          popq    %rbx
    0.00 :   9239c:          popq    %rbp
    0.00 :   9239d:          popq    %r12
    0.00 :   9239f:          retq
    0.00 :   923a0:          movq    0x1389f9(%rip), %rax    # 0x1cada0
    0.00 :   923a7:          cmpb    $0x0, %fs:(%rax)
    0.00 :   923ab:          jne     0x92305 <malloc+0x5d>
    0.00 :   923b1:          callq   0x91bd0 <__default_morecore+0x2198>
    0.00 :   923b6:          cmpq    0x13900b(%rip), %rbx    # 0x1cb3c8 <__nptl_nthreads+0x120>
    0.00 :   923bd:          jae     0x92305 <malloc+0x5d>
    0.00 :   923c3:          movq    %fs:(%r12), %rdx
    0.00 :   923c8:          testq   %rdx, %rdx
    0.00 :   923cb:          je      0x92305 <malloc+0x5d>
    0.00 :   923d1:          nopl    (%rax)
    0.00 :   923d8:          movzwl  (%rdx,%rbx,2), %ecx
    0.00 :   923dc:          testw   %cx, %cx
    0.00 :   923df:          je      0x92305 <malloc+0x5d>
    0.00 :   923e5:          leaq    0x10(%rbx), %rdi
    0.00 :   923e9:          movq    (%rdx,%rdi,8), %rax
    0.00 :   923ed:          testb   $0xf, %al
    0.00 :   923ef:          jne     0x925a0 <malloc+0x2f8>
